cohort,pht,datatablename,associatedvisit,associatedvisit_expr,xassociatedvisit,participantidphv,ageinyearsphv,ageinyears_expr,notes,drop_table
WHI,pht002769,,WHI CAD,,,phv00170566,,,,
WHI,pht002770,,WHI CTOS,,,phv00170648,,,,
WHI,pht003395,,WHI EXT,,,phv00192296,,,,
WHI,pht003396,,WHI ADL 151,,,phv00192304,,,,
WHI,pht003402,,WHI CAD,,,phv00192476,,,,
WHI,pht003405,,WHI CAD 121,,,phv00192992,,,,
WHI,pht003406,,WHI CAD 121,,,phv00193046,,,,
WHI,pht003407,outc_ct_os_rel4,WHI OUTCOMES - CLINICAL TRIALS + OBSERVATIONAL STUDY ADJUDICATED,,,phv00193141,,,,
WHI,pht003409,,WHI DEATH 124,,,phv00193529,,,,
WHI,pht003410,,WHI DVTPE,,,phv00193552,,,,
WHI,pht003413,outc_self_x2_mrc_rel1,WHI EXTENSION STUDY 2 MRC,,,phv00193628,,,"Variable Name: SUBJID, Variable Description:WHI dbGaP Subject ID, Dataset description: Extension Study 2, Self Reported, Non-Adjudicated Outcomes for MRC Participants",
WHI,pht003414,outc_self_x2_src_rel1,WHI EXTENSION STUDY 2 SRC,,,phv00193686,,,"Variable Name: SUBJID, Variable Description:WHI dbGaP Subject ID, Dataset description: Extension Study 2, Self Reported, Non-Adjudicated Outcomes for SRC Participants",
WHI,pht003415,,WHI SCAD,,,phv00193798,,,,
WHI,pht003416,,WHI SCAD 4,,,phv00193819,,,,
WHI,pht006212,,WHI CAD MED,,,phv00282951,,,has days from CT and CAD randomization,
WHI,pht006213,,WHI HRT MED,,,phv00282964,,,days from rand,
WHI,pht006214,,WHI LQ 155,,,phv00282977,,,Days since randomization or enrollment,
WHI,pht006215,,WHI EXT 156,,,phv00283183,,,Days since randomization or enrollment,
WHI,pht006217,,WHI LLS,,,phv00283284,,,days since randomization,
WHI,pht006218,,WHI BASELINE,,,phv00283348,,,days since enrollment,
WHI,pht006220,,WHI ADDO,,,phv00283412,,,Days enrollment to All Discovered Death - I think this is date of death,
WHI,pht006223,unc_hf_rel1,WHI UNC HEART FAILURE DETAILS,,,phv00283451,,,"Dataset description: UNC Heart Failure Details (Main, Ext1, Ext2)",
,pht006027,,,,,,,,cannot find this table in dbGAP,1
